date_utc,total_loss_eur,total_operating_cost_eur,total_grid_cost_eur,total_battery_cost_eur,total_shortage_cost_eur,total_inventory_adjustment_eur,total_ens_kwh,total_grid_import_kwh,total_curtailment_kwh,total_throughput_kwh,total_solve_seconds,total_actual_expense_eur,hours,expected_hours,complete_block,partial_block,peak_grid_import_kw,hours_with_ens,grid_limit_kw,seed,experiment,window,scenario_mode,execution_rule,policy,risk_weight,tail_tiebreak
2017-01-01 00:00:00+00:00,13.838436987552662,13.144086987552662,9.559465929420591,0.058091110215402,3.526529947916668,0.6943499999999999,0.35265299479166673,54.98266245383195,0.0,5.809111021540284,0.0,9.617557039635994,24,24,True,False,2.5,3,2.5,42,all_matching_28d,winter,all_matching,planned,deterministic,0.0,True
2017-01-02 00:00:00+00:00,10.123191347390259,10.165941347390259,9.429966289206776,0.0601042899543,0.675870768229183,-0.042749999999999816,0.06758707682291809,54.242664509753006,0.0,6.010428995430084,0.0,9.490070579161076,24,24,True,False,2.5,4,2.5,42,all_matching_28d,winter,all_matching,planned,deterministic,0.0,True
2017-01-03 00:00:00+00:00,11.042073923887644,11.042073923887644,9.842799948060943,0.0576724133266959,1.1416015625000053,9.71445146547012e-17,0.1141601562500004,56.60171398891967,0.0,5.76724133266967,0.0,9.900472361387639,24,24,True,False,2.5,3,2.5,42,all_matching_28d,winter,all_matching,planned,deterministic,0.0,True
2017-01-04 00:00:00+00:00,11.110262400450145,11.110262400450145,9.910988424623442,0.0576724133266959,1.1416015625000053,9.71445146547012e-17,0.1141601562500004,56.99136242641967,0.0,5.76724133266967,0.0,9.968660837950138,24,24,True,False,2.5,3,2.5,42,all_matching_28d,winter,all_matching,planned,deterministic,0.0,True
2017-01-05 00:00:00+00:00,10.942269236387643,10.942269236387645,9.742995260560942,0.0576724133266959,1.1416015625000053,9.71445146547012e-17,0.1141601562500004,56.03140148891967,0.0,5.76724133266967,0.0,9.800667673887638,24,24,True,False,2.5,3,2.5,42,all_matching_28d,winter,all_matching,planned,deterministic,0.0,True
2017-01-06 00:00:00+00:00,9.84042353326264,9.84042353326264,9.199743307435941,0.0576724133266959,0.5830078125000027,9.71445146547012e-17,0.0583007812500002,52.92710461391967,0.0,5.76724133266967,0.0,9.257415720762637,24,24,True,False,2.5,2,2.5,42,all_matching_28d,winter,all_matching,planned,deterministic,0.0,True
2017-01-07 00:00:00+00:00,32.94210636718753,32.89935636718753,10.2983544921875,0.0560018749999985,22.54500000000003,0.042750000000000565,2.254500000000003,59.2048828125,0.0,5.600187499999998,0.0,10.3543563671875,24,24,True,False,2.5,6,2.5,42,all_matching_28d,winter,all_matching,planned,deterministic,0.0,True
2017-01-01 00:00:00+00:00,10.390338830397335,9.695988830397333,9.62908439826437,0.0669044321329631,0.0,0.69435,0.0,55.3804822757964,0.0,6.690443213296401,19.833362599951215,9.695988830397333,24,24,True,False,2.5,0,2.5,42,all_matching_28d,winter,all_matching,planned,stochastic,0.0,True
2017-01-02 00:00:00+00:00,9.464935230556861,9.507685230556861,9.443568995242012,0.0641162353148487,0.0,-0.04274999999999991,0.0,54.330812147556394,0.0,6.411623531484966,18.8940514002461,9.50768523055686,24,24,True,False,2.5,0,2.5,42,all_matching_28d,winter,all_matching,planned,stochastic,0.0,True
2017-01-03 00:00:00+00:00,9.926568495396205,9.926568495396205,9.864304617745537,0.0622638776506686,0.0,2.7755575615628914e-16,0.0,56.739404645647326,0.0,6.226387765066963,17.63658419973217,9.926568495396205,24,24,True,False,2.5,0,2.5,42,all_matching_28d,winter,all_matching,planned,stochastic,0.0,True
2017-01-04 00:00:00+00:00,9.993203690378289,9.993203690378289,9.933124743009868,0.0600789473684203,0.0,9.71445146547012e-17,0.0,57.11785567434211,0.0,6.0078947368421085,17.927236300194636,9.993203690378289,24,24,True,False,2.5,0,2.5,42,all_matching_28d,winter,all_matching,planned,stochastic,0.0,True
