grid_limit_kw,seed,experiment,window,hours,scenario_mode,execution_rule,policy,risk_weight,tail_tiebreak,hourly_sample_count,total_loss_eur,total_emergency_discharge_kwh,hours_with_emergency_discharge,total_accounted_loss_eur,total_actual_expense_eur,total_operating_cost_eur,total_grid_cost_eur,total_battery_cost_eur,total_shortage_cost_eur,total_inventory_adjustment_eur,mean_hourly_loss_eur,var_hourly_loss_eur,cvar_hourly_loss_eur,upper_tail_equivalent_hours,total_ens_kwh,eens_kwh_per_hour,lolp,total_grid_import_kwh,peak_grid_import_kw,total_curtailment_kwh,total_throughput_kwh,total_solve_seconds,max_residual,hours_with_loss,hours_with_physical_override,total_physical_override_kwh,perfect_foresight_loss_eur,regret_eur
2.5,42,sampled_28d,winter,168,sampled,planned,perfect_foresight,0.0,True,168,69.74474506687153,0.0,0,69.74474506687153,69.05039506687154,69.05039506687154,68.58067512660146,0.46971994027007763,0.0,0.6943499999999916,0.4151472920647115,0.5897631578947368,0.6194467418546364,16.799999999999997,0.0,0.0,0.0,394.3895721520084,2.5,0.0,46.97199402700838,0.0,5.0848214527832176e-14,168,0,0.0,69.74474506687153,0.0
2.5,42,sampled_28d,winter,168,sampled,planned,deterministic,0.0,True,168,99.83876379611851,0.0,0,99.83876379611851,68.38920057997262,99.14441379611853,67.98431365149614,0.4048869284764841,30.7552132161459,0.694350000000001,0.5942783559292769,0.6396315789473684,2.2253182632484565,16.799999999999997,3.075521321614589,0.01830667453342017,0.14285714285714285,390.98179229426364,2.5,0.0,40.48869284764905,0.0,2.458033776520097e-13,168,19,2.4762241908482157,69.74474506687153,30.094018729246983
2.5,42,sampled_28d,winter,168,sampled,planned,stochastic,0.0,True,168,86.42325953924184,0.0,0,86.42325953924184,68.6966132222775,85.72890953924184,68.25096923905414,0.4456439832233682,17.03229631696432,0.6943500000000016,0.5144241639240585,0.5897631578947368,1.6041663151408818,16.799999999999997,1.703229631696432,0.010138271617240666,0.02976190476190476,392.56295719510535,2.5,0.0,44.56439832233751,47.02325190056581,1.8052226380405045e-13,168,5,3.3091848273026403,69.74474506687153,16.67851447237031
2.5,42,sampled_28d,winter,168,sampled,planned,cvar_0.5,0.5,True,168,88.00210475269054,0.0,0,88.00210475269054,68.65629688438689,87.30775475269053,68.22181204039343,0.4344848439934576,18.65145786830363,0.6943500000000011,0.5238220520993485,0.5897631578947369,1.6986224781969257,16.799999999999997,1.8651457868303627,0.011102058254942634,0.02976190476190476,392.34385228439106,2.5,0.0,43.44848439934644,46.24307470000349,1.645350522494482e-13,168,5,2.957482818374068,69.74474506687153,18.25735968581901
2.5,42,sampled_28d,spring,168,sampled,planned,perfect_foresight,0.0,True,168,51.24629572471369,0.0,0,51.24629572471369,50.59469572471214,50.59469572471368,49.85415201480261,0.7405437099095282,1.545430450278218e-12,0.651600000000002,0.3050374745518672,0.5897631578947368,0.6191525121091301,16.799999999999997,1.545430450278218e-13,9.198990775465584e-16,0.0,289.31058583470383,2.5,0.0,74.05437099095361,0.0,1.5720758028692217e-13,142,0,3.1213920337336276e-13,51.24629572471369,0.0
2.5,42,sampled_28d,spring,168,sampled,planned,deterministic,0.0,True,168,55.51483811039955,0.0,0,55.51483811039955,53.483634315756674,54.86323811039955,53.039932360445334,0.4437019553113427,1.3796037946428588,0.6516000000000015,0.3304454649428545,0.5897631578947369,0.6893073636064211,16.799999999999997,0.1379603794642857,0.0008211927349064624,0.023809523809523808,305.426750846425,2.5,17.775390624999996,44.37019553113484,0.0,7.327471962526033e-15,142,3,0.03401111421131014,51.24629572471369,4.268542385685862
2.5,42,sampled_28d,spring,168,sampled,planned,stochastic,0.0,True,168,52.65298331099275,0.0,0,52.65298331099275,52.001383310992736,52.00138331099276,51.13477086848317,0.8666124425095626,8.881784197001252e-15,0.651600000000002,0.31341061494638545,0.5897631578947368,0.6190151361855393,16.799999999999997,8.881784197001252e-16,5.28677630773884e-18,0.0,296.01226168957294,2.5,6.055594308035714,86.66124425095684,52.10967569972854,1.477817868078546e-11,144,3,0.575613839285716,51.24629572471369,1.4066875862790624
2.5,42,sampled_28d,spring,168,sampled,planned,cvar_0.5,0.5,True,168,53.670396968599015,0.0,0,53.670396968599015,52.010984468598984,53.018796968599005,51.090289464266874,0.9206950043321123,1.0078125000000162,0.6516000000000033,0.3194666486226132,0.5897631578947369,0.6677036400171839,16.799999999999997,0.10078125000000153,0.000599888392857152,0.005952380952380952,297.1358684577655,2.5,7.002818080357142,92.06950043321193,56.35176509991288,2.944311461305915e-12,143,3,0.47384207589285854,51.24629572471369,2.4241012438853247
2.5,42,sampled_28d,summer,168,sampled,planned,perfect_foresight,0.0,True,168,46.03739034128293,0.0,0,46.03739034128293,45.385790341282885,45.38579034128293,44.44989383223684,0.935896509046045,3.552713678800501e-14,0.6516000000000025,0.27403208536477935,0.5897631578947368,0.6141593534617793,16.799999999999997,3.552713678800501e-15,2.114710523095536e-17,0.0,260.2560727796053,2.5,1.3322676295501878e-15,93.58965090460526,0.0,1.3322676295501878e-15,133,0,5.176414852314792e-15,46.03739034128293,0.0
2.5,42,sampled_28d,summer,168,sampled,planned,deterministic,0.0,True,168,58.29916345005585,0.0,0,58.29916345005585,48.748035048363086,57.64756345005584,48.10895032203311,0.6390847263299768,8.899528401692756,0.6516000000000028,0.34701883005985623,0.5897631578947368,1.1209497833683568,16.799999999999997,0.8899528401692754,0.005297338334340925,0.023809523809523808,279.4528417329334,2.5,21.607833426339287,63.90847263299848,0.0,3.3306690738754696e-15,133,13,2.8045765981308244,46.03739034128293,12.261773108772921
2.5,42,sampled_28d,summer,168,sampled,planned,stochastic,0.0,True,168,48.89175824004947,0.0,0,48.89175824004947,46.645571186478016,48.24015824004947,45.77191932310248,0.8736518633755371,1.5945870535714368,0.6516000000000031,0.29102237047648494,0.5897631578947368,0.707175328015342,16.799999999999997,0.15945870535714368,0.0009491589604591886,0.011904761904761904,266.49060877059014,2.5,6.712988281249999,87.3651863375544,51.57525970018469,1.11664011370749e-11,133,4,2.0748465401785725,46.03739034128293,2.85436789876654
2.5,42,sampled_28d,summer,168,sampled,planned,cvar_0.5,0.5,True,168,49.02278031278696,0.0,0,49.02278031278696,46.7765932592155,48.37118031278696,45.943698220952,0.8328950382635042,1.5945870535714501,0.651600000000003,0.2918022637665891,0.5897631578947369,0.7071794989771973,16.799999999999997,0.1594587053571449,0.0009491589604591959,0.011904761904761904,267.47159030237117,2.5,7.902841847113672,83.2895038263512,56.9050757009536,1.0245138071240945e-12,133,4,1.6911877117753311,46.03739034128293,2.985389971504034
2.5,42,sampled_28d,autumn,168,sampled,planned,perfect_foresight,0.0,True,168,57.521641164172024,0.0,0,57.521641164172024,56.82729116416515,56.82729116417204,56.28579205386501,0.5414991103001432,6.870060076380469e-12,0.6943500000000014,0.34239072121530967,0.5897631578947368,0.6194353983867137,16.799999999999997,6.870060076380469e-13,4.0893214740359935e-15,0.0,324.8121161081407,2.5,0.0,54.14991103001499,0.0,7.607248164731575e-13,158,0,1.447897357564898e-12,57.521641164172024,0.0
2.5,42,sampled_28d,autumn,168,sampled,planned,deterministic,0.0,True,168,80.88942137736008,0.0,0,80.88942137736008,57.66864699119931,80.19507137736007,57.169772556268605,0.49887443493070216,22.52642438616076,0.6943500000000022,0.48148465105571475,0.7906707570929289,1.870170322071573,16.799999999999997,2.252642438616075,0.013408585944143302,0.125,329.93905864606586,2.5,7.598029436383928,49.88744349307104,0.0,7.993605777301127e-15,158,25,2.805970447551863,57.521641164172024,23.367780213188055
2.5,42,sampled_28d,autumn,168,sampled,planned,stochastic,0.0,True,168,59.196690497962834,0.0,0,59.196690497962834,57.49466053144496,58.502340497962834,56.63763706019907,0.8570234712458871,1.007679966517867,0.6943500000000032,0.3523612529640645,0.5897631578947368,0.6644170087694827,16.799999999999997,0.10076799665178654,0.0005998095038796818,0.017857142857142856,328.46849535282627,2.5,2.140136718749999,85.70234712458958,44.01184069993906,1.4654943925052066e-13,158,5,0.7439313616071433,57.521641164172024,1.6750493337908097
2.5,42,sampled_28d,autumn,168,sampled,planned,cvar_0.5,0.5,True,168,60.07244224476436,0.0,0,60.07244224476436,57.626932576795596,59.37809224476437,56.81064893376147,0.8162836430341289,1.751159667968758,0.6943500000000027,0.35757406098074024,0.5897631578947368,0.707794109048649,16.799999999999997,0.17511596679687563,0.0010423569452194979,0.017857142857142856,329.2188445977776,2.5,3.1736188616071423,81.62836430341375,46.869102599448524,1.347588707290015e-12,158,6,0.36940847441383207,57.521641164172024,2.5508010805923362
2.5,42,all_matching_28d,winter,168,all_matching,planned,perfect_foresight,0.0,True,168,69.74474506687153,0.0,0,69.74474506687153,69.05039506687154,69.05039506687154,68.58067512660146,0.46971994027007763,0.0,0.6943499999999916,0.4151472920647115,0.5897631578947368,0.6194467418546364,16.799999999999997,0.0,0.0,0.0,394.3895721520084,2.5,0.0,46.97199402700838,0.0,5.0848214527832176e-14,168,0,0.0,69.74474506687153,0.0
2.5,42,all_matching_28d,winter,168,all_matching,planned,deterministic,0.0,True,168,99.83876379611851,0.0,0,99.83876379611851,68.38920057997262,99.14441379611853,67.98431365149614,0.4048869284764841,30.7552132161459,0.694350000000001,0.5942783559292769,0.6396315789473684,2.2253182632484565,16.799999999999997,3.075521321614589,0.01830667453342017,0.14285714285714285,390.98179229426364,2.5,0.0,40.48869284764905,0.0,2.458033776520097e-13,168,19,2.4762241908482157,69.74474506687153,30.094018729246983
2.5,42,all_matching_28d,winter,168,all_matching,planned,stochastic,0.0,True,168,85.43792613550707,0.0,0,85.43792613550707,68.71538661262757,84.74357613550708,68.27212569731277,0.4432609153147885,16.028189522879504,0.6943500000000014,0.508559084139923,0.5897631578947369,1.543079244398535,16.799999999999997,1.6028189522879503,0.00954058900171399,0.02976190476190476,392.6511550429193,2.5,0.0,44.32609153147956,136.5006768006133,1.3655743202889425e-12,168,5,2.9015084354595415,69.74474506687153,15.693181068635539
2.5,42,all_matching_28d,winter,168,all_matching,planned,cvar_0.5,0.5,True,168,88.4050156493368,0.0,0,88.4050156493368,68.64749251875641,87.71066564933679,68.21435166800121,0.4331408507551968,19.063173130580388,0.6943500000000014,0.5262203312460524,0.5897631578947369,1.7201294629417625,16.799999999999997,1.9063173130580386,0.011347126863440707,0.02976190476190476,392.29579301357836,2.5,0.0,43.31408507552034,148.38320620032027,1.993738507621856e-12,168,4,2.2301217167095406,69.74474506687153,18.660270582465273
