experiment,window,grid_limit_kw,seed,forecast_lead_hours,population,sample_count,mae_kw,bias_forecast_minus_actual_kw,rmse_kw,p10_p90_coverage,ensemble_range_coverage,below_ensemble_min_fraction,mean_p10_p90_width_kw
main,winter,2.5,42,7,all_hours,168,0.16219704556627337,0.1491839350486288,0.3336207135666682,0.8809523809523809,0.9464285714285714,0.03571428571428571,0.366656037414966
main,winter,2.5,42,7,daylight_proxy,84,0.3243940911325468,0.2983678700972576,0.47181093781457184,0.7619047619047619,0.8928571428571429,0.07142857142857142,0.733312074829932
main,winter,2.5,42,8,all_hours,168,0.1621355952048788,0.14912248468723424,0.3336025221125435,0.9047619047619048,0.9583333333333334,0.02976190476190476,0.368077699829932
main,winter,2.5,42,8,daylight_proxy,84,0.3242711904097576,0.2982449693744685,0.4717852112134294,0.8095238095238095,0.9166666666666666,0.05952380952380952,0.736155399659864
main,winter,2.5,42,9,all_hours,168,0.16202307461070364,0.1490099640930591,0.33350994407806706,0.9107142857142857,0.9464285714285714,0.041666666666666664,0.3815888904389881
main,winter,2.5,42,9,daylight_proxy,84,0.3240461492214073,0.29801992818611817,0.47165428610149496,0.8214285714285714,0.8928571428571429,0.08333333333333333,0.7631777808779762
main,winter,2.5,42,10,all_hours,168,0.16190474114450465,0.14889163062686012,0.33334880573146375,0.9047619047619048,0.9464285714285714,0.047619047619047616,0.3582842560852466
main,winter,2.5,42,10,daylight_proxy,84,0.3238094822890093,0.29778326125372023,0.47142640206631015,0.8095238095238095,0.8928571428571429,0.09523809523809523,0.7165685121704933
main,winter,2.5,42,11,all_hours,168,0.1613628984308567,0.14834978791321213,0.33218722012987595,0.8869047619047619,0.9464285714285714,0.041666666666666664,0.34883418699511054
main,winter,2.5,42,11,daylight_proxy,84,0.3227257968617134,0.2966995758264243,0.4697836719546874,0.7738095238095238,0.8928571428571429,0.08333333333333333,0.6976683739902212
main,winter,2.5,42,12,all_hours,168,0.1609298394650829,0.14791672894743832,0.33108180362725537,0.9047619047619048,0.9523809523809523,0.041666666666666664,0.35608989689625853
main,winter,2.5,42,12,daylight_proxy,84,0.3218596789301658,0.2958334578948767,0.46822037694461033,0.8095238095238095,0.9047619047619048,0.08333333333333333,0.712179793792517
main,winter,2.5,42,13,all_hours,168,0.16459236404522745,0.1515792535275829,0.33822235309293885,0.9047619047619048,0.9523809523809523,0.041666666666666664,0.36093077367665816
main,winter,2.5,42,13,daylight_proxy,84,0.3291847280904549,0.30315850705516584,0.4783186388417758,0.8095238095238095,0.9047619047619048,0.08333333333333333,0.7218615473533163
main,winter,2.5,42,14,all_hours,168,0.1667211346615469,0.1582578282777955,0.3417350464192472,0.9107142857142857,0.9464285714285714,0.041666666666666664,0.34218550701530615
main,winter,2.5,42,14,daylight_proxy,84,0.33344226932309384,0.316515656555591,0.48328633738429855,0.8214285714285714,0.8928571428571429,0.08333333333333333,0.6843710140306122
main,winter,2.5,42,15,all_hours,168,0.1691064882170316,0.16064318183328016,0.3436439665760083,0.9226190476190477,0.9583333333333334,0.02976190476190476,0.32394969706632654
main,winter,2.5,42,15,daylight_proxy,84,0.3382129764340632,0.3212863636665604,0.4859859581594776,0.8452380952380952,0.9166666666666666,0.05952380952380952,0.6478993941326531
main,winter,2.5,42,16,all_hours,168,0.1691646169372697,0.16070131055351827,0.3436618789291798,0.9107142857142857,0.9523809523809523,0.03571428571428571,0.3001659159757653
main,winter,2.5,42,16,daylight_proxy,84,0.33832923387453945,0.3214026211070366,0.4860112900522666,0.8214285714285714,0.9047619047619048,0.07142857142857142,0.6003318319515307
main,winter,2.5,42,17,all_hours,168,0.1691646169372697,0.1607013105535183,0.3436618789291799,0.8928571428571429,0.9702380952380952,0.023809523809523808,0.298763352997449
main,winter,2.5,42,17,daylight_proxy,84,0.3383292338745394,0.3214026211070366,0.4860112900522667,0.7857142857142857,0.9404761904761905,0.047619047619047616,0.5975267059948979
main,winter,2.5,42,18,all_hours,168,0.1691646169372697,0.16070131055351827,0.34366187892917976,0.9047619047619048,0.9583333333333334,0.03571428571428571,0.32332896537521255
main,winter,2.5,42,18,daylight_proxy,84,0.3383292338745394,0.3214026211070366,0.4860112900522667,0.8095238095238095,0.9166666666666666,0.07142857142857142,0.6466579307504252
main,winter,2.5,42,19,all_hours,168,0.1691646169372697,0.1607013105535183,0.34366187892917976,0.9047619047619048,0.9642857142857143,0.023809523809523808,0.3381679820365647
main,winter,2.5,42,19,daylight_proxy,84,0.3383292338745394,0.3214026211070366,0.4860112900522667,0.8095238095238095,0.9285714285714286,0.047619047619047616,0.6763359640731292
main,winter,2.5,42,20,all_hours,168,0.1691646169372697,0.16070131055351827,0.3436618789291798,0.9107142857142857,0.9404761904761905,0.047619047619047616,0.35069347563244047
main,winter,2.5,42,20,daylight_proxy,84,0.3383292338745394,0.3214026211070366,0.4860112900522667,0.8214285714285714,0.8809523809523809,0.09523809523809523,0.7013869512648809
main,winter,2.5,42,21,all_hours,168,0.1691646169372697,0.1607013105535183,0.3436618789291799,0.9107142857142857,0.9464285714285714,0.03571428571428571,0.34088300847682823
main,winter,2.5,42,21,daylight_proxy,84,0.3383292338745394,0.3214026211070366,0.4860112900522667,0.8214285714285714,0.8928571428571429,0.07142857142857142,0.6817660169536565
main,winter,2.5,42,22,all_hours,168,0.1691646169372697,0.16070131055351827,0.3436618789291798,0.9107142857142857,0.9523809523809523,0.03571428571428571,0.3258143833705357
main,winter,2.5,42,22,daylight_proxy,84,0.3383292338745394,0.3214026211070366,0.4860112900522667,0.8214285714285714,0.9047619047619048,0.07142857142857142,0.6516287667410714
main,winter,2.5,42,23,all_hours,168,0.17352164132254466,0.1654021247984871,0.35469047510495666,0.9047619047619048,0.9583333333333334,0.03571428571428571,0.3189934624565972
main,winter,2.5,42,23,daylight_proxy,84,0.34704328264508927,0.3308042495969742,0.5016080803379863,0.8095238095238095,0.9166666666666666,0.07142857142857142,0.6379869249131944
main,spring,2.5,42,0,all_hours,168,0.34640055892148525,-0.21399447555714998,0.6398998857480053,0.7619047619047619,0.8511904761904762,0.08928571428571429,0.7918020235437927
main,spring,2.5,42,0,daylight_proxy,91,0.6395087241627421,-0.39506672410550764,0.8694527337410607,0.5604395604395604,0.7252747252747253,0.16483516483516483,1.4617883511577705
main,spring,2.5,42,1,all_hours,168,0.34640055892148525,-0.21399447555714993,0.6398998857480053,0.75,0.8333333333333334,0.07738095238095238,0.7953026181175595
main,spring,2.5,42,1,daylight_proxy,91,0.6395087241627421,-0.39506672410550764,0.8694527337410607,0.5384615384615384,0.6923076923076923,0.14285714285714285,1.468250987293956
main,spring,2.5,42,2,all_hours,168,0.34640055892148525,-0.21399447555714993,0.6398998857480053,0.7738095238095238,0.8511904761904762,0.07738095238095238,0.8205441844706632
main,spring,2.5,42,2,daylight_proxy,91,0.6395087241627421,-0.39506672410550764,0.8694527337410607,0.5824175824175825,0.7252747252747253,0.14285714285714285,1.5148508020996858
main,spring,2.5,42,3,all_hours,168,0.34640055892148525,-0.21399447555714998,0.6398998857480053,0.7738095238095238,0.8571428571428571,0.07142857142857142,0.8448934749681121
