date_utc,total_loss_eur,total_operating_cost_eur,total_grid_cost_eur,total_battery_cost_eur,total_shortage_cost_eur,total_inventory_adjustment_eur,total_ens_kwh,total_grid_import_kwh,total_curtailment_kwh,total_throughput_kwh,total_solve_seconds,total_actual_expense_eur,hours,expected_hours,complete_block,partial_block,peak_grid_import_kw,hours_with_ens,grid_limit_kw,seed,window,experiment,policy,risk_weight,tail_tiebreak
2017-01-03 00:00:00+00:00,9.92501521381579,9.92501521381579,9.86493626644737,0.0600789473684203,0.0,8.326672684688674e-17,0.0,56.72820723684211,0.0,6.007894736842109,5.013657500268891,9.925015213815788,24,24,True,False,2.5,0,2.5,42,winter,main,cvar_0.5,0.5,True
2017-01-04 00:00:00+00:00,9.9937731640625,9.9937731640625,9.9328931640625,0.0608799999999991,0.0,8.326672684688674e-17,0.0,57.121960937500006,0.0,6.087999999999998,5.099722999846562,9.9937731640625,24,24,True,False,2.5,0,2.5,42,winter,main,cvar_0.5,0.5,True
2017-01-05 00:00:00+00:00,9.82521052631579,9.82521052631579,9.765131578947368,0.0600789473684202,0.0,1.942890293094024e-16,0.0,56.15789473684211,0.0,6.0078947368421085,6.361032400163822,9.82521052631579,24,24,True,False,2.5,0,2.5,42,winter,main,cvar_0.5,0.5,True
2017-01-06 00:00:00+00:00,9.272271073190788,9.27227107319079,9.21219212582237,0.0600789473684203,0.0,9.71445146547012e-17,0.0,52.99773848684211,0.0,6.0078947368421085,6.652804200071841,9.272271073190788,24,24,True,False,2.5,0,2.5,42,winter,main,cvar_0.5,0.5,True
2017-01-07 00:00:00+00:00,29.13226999860494,29.089519998604942,10.3738525390625,0.06420959123883781,18.651457868303602,0.04275000000000062,1.86514578683036,59.636300223214285,0.0,6.420959123883926,7.938226200174539,10.438062130301338,24,24,True,False,2.5,5,2.5,42,winter,main,cvar_0.5,0.5,True
2017-04-01 00:00:00+00:00,9.018805902035362,8.537410908203126,8.467975195312501,0.0694357128906242,0.0,0.4813949938322362,0.0,48.7654130859375,0.0,6.943571289062497,0.2039688000222668,8.537410908203125,24,24,True,False,2.5,0,2.5,42,spring,main,perfect_foresight,0.0,True
2017-04-02 00:00:00+00:00,7.548742115542764,7.335787109375,7.25947265625,0.0763144531249987,0.0,0.21295500616776422,0.0,41.83984375,0.0,7.6314453125,0.0,7.335787109374999,24,24,True,False,2.5,0,2.5,42,spring,main,perfect_foresight,0.0,True
2017-04-03 00:00:00+00:00,7.172696220703125,7.215446220703125,7.106874414062501,0.1085718066406237,0.0,-0.04274999999999958,0.0,41.303756835937506,0.0,10.857180664062497,0.0,7.215446220703124,24,24,True,False,2.5,0,2.5,42,spring,main,perfect_foresight,0.0,True
2017-04-04 00:00:00+00:00,8.030986533203125,8.030986533203125,7.958297656250001,0.0726888769531239,0.0,1.8041124150158794e-16,0.0,45.947127929687504,0.0,7.268887695312498,0.0,8.030986533203125,24,24,True,False,2.5,0,2.5,42,spring,main,perfect_foresight,0.0,True
2017-04-05 00:00:00+00:00,6.926073232421884,6.926073232421884,6.774921093750001,0.1511521386718737,8.881784197001252e-15,2.914335439641036e-16,8.881784197001252e-16,39.7095908203125,0.0,15.115213867187496,0.0,6.926073232421874,24,24,True,False,2.5,0,2.5,42,spring,main,perfect_foresight,0.0,True
2017-04-06 00:00:00+00:00,6.924293242187504,6.855893242187505,6.757723046875001,0.0981701953124987,4.440892098500626e-15,0.06840000000000028,4.440892098500626e-16,39.26364453125,0.0,9.817019531249997,0.0,6.855893242187499,24,24,True,False,2.5,0,2.5,42,spring,main,perfect_foresight,0.0,True
2017-04-07 00:00:00+00:00,5.624698478619924,5.693098478619922,5.528887952302605,0.1642105263157853,1.532107773982716e-12,-0.06839999999999966,1.532107773982716e-13,32.48120888157878,0.0,16.421052631578625,0.0,5.69309847861839,24,24,True,False,2.5,0,2.5,42,spring,main,perfect_foresight,0.0,True
2017-04-01 00:00:00+00:00,10.504387711099037,9.852991106305804,8.489351097470237,0.0544882231212791,1.3091517857142867,0.651396604793233,0.1309151785714285,48.86429152715774,1.249609375,5.448822312127977,0.8849644003203128,8.543839320591518,24,24,True,False,2.5,2,2.5,42,spring,main,deterministic,0.0,True
2017-04-02 00:00:00+00:00,7.787659368433549,7.744705973226782,7.632885933464804,0.09019615583340469,0.021623883928572,0.042953395206767275,0.0021623883928572,43.92723044569174,1.0751953124999996,9.01961558334055,0.9041321002878236,7.723082089298209,24,24,True,False,2.5,1,2.5,42,spring,main,deterministic,0.0,True
2017-04-03 00:00:00+00:00,7.560784021822133,7.603534021822134,7.495803655868187,0.0589022409539466,0.048828125,-0.0427499999999998,0.0048828125,43.13944284539474,2.0951171874999996,5.890224095394739,0.9635475006652986,7.554705896822133,24,24,True,False,2.5,1,2.5,42,spring,main,deterministic,0.0,True
2017-04-04 00:00:00+00:00,8.078483674083891,8.078483674083891,8.018656224423363,0.0598274496605274,0.0,2.914335439641036e-16,0.0,46.17184022739956,0.2906249999999999,5.982744966052825,0.8807028001174321,8.078483674083891,24,24,True,False,2.5,0,2.5,42,spring,main,deterministic,0.0,True
2017-04-05 00:00:00+00:00,7.579527361304874,7.579527361304874,7.51968398670015,0.059843374604723804,0.0,2.0816681711721685e-16,0.0,43.28149215262277,4.039843749999999,5.984337460472468,0.8467369001591567,7.579527361304873,24,24,True,False,2.5,0,2.5,42,spring,main,deterministic,0.0,True
2017-04-06 00:00:00+00:00,7.195179012741815,7.195179012741816,7.134986616443452,0.0601923962983622,0.0,2.914335439641036e-16,0.0,41.12371051897322,1.6751953124999996,6.019239629836307,0.8803552003810169,7.195179012741815,24,24,True,False,2.5,0,2.5,42,spring,main,deterministic,0.0,True
2017-04-07 00:00:00+00:00,6.808816960914249,6.808816960914249,6.7485648460751495,0.0602521148390989,0.0,1.942890293094024e-16,0.0,38.91874312918527,7.3498046875,6.025211483909969,0.8972438003402192,6.808816960914248,24,24,True,False,2.5,0,2.5,42,spring,main,deterministic,0.0,True
2017-04-01 00:00:00+00:00,9.12982003875656,8.440565575939361,8.30421251906622,0.1363530568731392,0.0,0.6892544628171989,0.0,48.16331317429316,0.2082170758928567,13.63530568731398,7.5511991002131245,8.44056557593936,24,24,True,False,2.5,0,2.5,42,spring,main,stochastic,0.0,True
2017-04-02 00:00:00+00:00,7.612785103193776,7.582039566010975,7.460380229259672,0.1216593367513008,0.0,0.030745537182801486,0.0,43.08317346772694,0.0,12.165933675130209,7.79535040014889,7.582039566010973,24,24,True,False,2.5,0,2.5,42,spring,main,stochastic,0.0,True
2017-04-03 00:00:00+00:00,7.25716011403696,7.32556011403696,7.158415286618388,0.1671448274185662,4.440892098500626e-15,-0.06839999999999974,4.440892098500626e-16,41.74624669274956,0.0,16.714482741856703,7.604742300347424,7.325560114036954,24,24,True,False,2.5,0,2.5,42,spring,main,stochastic,0.0,True
2017-04-04 00:00:00+00:00,8.09434737758092,8.09434737758092,7.981423332868304,0.1129240447126107,4.440892098500626e-15,2.498001805406602e-16,4.440892098500626e-16,46.15332655552456,0.0,11.292404471261158,7.735094100469723,8.094347377580915,24,24,True,False,2.5,0,2.5,42,spring,main,stochastic,0.0,True
2017-04-05 00:00:00+00:00,7.162978748875427,7.162978748875426,7.020453506852555,0.1425252420228707,0.0,4.440892098500626e-16,0.0,40.76987157951932,1.1044921875,14.252524202287175,8.383675200515427,7.1629787488754255,24,24,True,False,2.5,0,2.5,42,spring,main,stochastic,0.0,True
2017-04-06 00:00:00+00:00,7.084583110638986,7.016183110638986,6.9201785202551696,0.0960045903838151,0.0,0.06840000000000011,0.0,39.831508215278895,0.5789620535714284,9.60045903838157,6.903659800416789,7.016183110638985,24,24,True,False,2.5,0,2.5,42,spring,main,stochastic,0.0,True
2017-04-07 00:00:00+00:00,6.311308817910126,6.379708817910125,6.289707473562865,0.09000134434725984,0.0,-0.06839999999999964,0.0,36.26482200448052,4.163922991071429,9.000134434726052,7.093852500198408,6.3797088179101245,24,24,True,False,2.5,0,2.5,42,spring,main,stochastic,0.0,True
2017-04-01 00:00:00+00:00,10.079491354723803,9.390236891906605,8.258318222944801,0.1241061689618003,1.0078125000000029,0.6892544628171992,0.1007812500000002,47.999768635391426,0.2082170758928567,12.410616896180107,7.477217199979349,8.382424391906602,24,24,True,False,2.5,1,2.5,42,spring,main,cvar_0.5,0.5,True
2017-04-02 00:00:00+00:00,7.609358833662526,7.604263296479725,7.481082726469494,0.1231805700102295,0.0,0.005095537182801615,0.0,43.23328228469122,0.0,12.318057001023064,9.409090799861588,7.604263296479724,24,24,True,False,2.5,0,2.5,42,spring,main,cvar_0.5,0.5,True
2017-04-03 00:00:00+00:00,7.228312559979666,7.271062559979666,7.107514856553616,0.1635477034260445,4.440892098500626e-15,-0.042749999999999566,4.440892098500626e-16,41.58549927675635,0.0,16.354770342604557,8.63985830009915,7.2710625599796606,24,24,True,False,2.5,0,2.5,42,spring,main,cvar_0.5,0.5,True
2017-04-04 00:00:00+00:00,8.107003631157522,8.107003631157523,7.974056489464564,0.1329471416929571,0.0,5.551115123125783e-16,0.0,46.37675637074672,0.1208147321428572,13.294714169295823,8.302550700143911,8.107003631157522,24,24,True,False,2.5,0,2.5,42,spring,main,cvar_0.5,0.5,True
2017-04-05 00:00:00+00:00,7.199493278695557,7.199493278695557,7.057096065577698,0.14239721311785739,0.0,7.216449660063518e-16,0.0,41.157957081875125,1.4932338169642856,14.239721311785841,8.304706100025214,7.199493278695556,24,24,True,False,2.5,0,2.5,42,spring,main,cvar_0.5,0.5,True
2017-04-06 00:00:00+00:00,7.114350161150208,7.045950161150207,6.9242245353695715,0.1217256257806309,4.440892098500626e-15,0.06840000000000024,4.440892098500626e-16,40.263366149491745,0.8790039062499994,12.17256257806317,8.06895249930676,7.045950161150202,24,24,True,False,2.5,0,2.5,42,spring,main,cvar_0.5,0.5,True
2017-04-07 00:00:00+00:00,6.332387149229731,6.40078714922973,6.287996567887133,0.11279058134259254,4.440892098500626e-15,-0.06839999999999931,4.440892098500626e-16,36.51923865881295,4.301548549107143,11.279058134259374,7.565608399803749,6.400787149229725,24,24,True,False,2.5,0,2.5,42,spring,main,cvar_0.5,0.5,True
2017-07-01 00:00:00+00:00,7.358275741416531,7.2484118125513985,7.159654425370067,0.0887573871813311,0.0,0.10986392886513136,0.0,41.40039203844573,8.881784197001252e-16,8.87573871813322,0.2678204000694677,7.248411812551398,24,24,True,False,2.5,0,2.5,42,summer,main,perfect_foresight,0.0,True
2017-07-02 00:00:00+00:00,10.214543297697368,9.6044072265625,9.5507021484375,0.0537050781249993,0.0,0.6101360711348687,0.0,54.9197265625,0.0,5.3705078125000005,0.0,9.604407226562499,24,24,True,False,2.5,0,2.5,42,summer,main,perfect_foresight,0.0,True
2017-07-03 00:00:00+00:00,5.771013517680922,5.771013517680921,5.610802991365132,0.1602105263157884,0.0,6.38378239159465e-16,0.0,33.22085731907895,0.0,16.021052631578947,0.0,5.77101351768092,24,24,True,False,2.5,0,2.5,42,summer,main,perfect_foresight,0.0,True
2017-07-04 00:00:00+00:00,5.44987875205593,5.44987875205593,5.289668225740132,0.1602105263157885,8.881784197001252e-15,2.498001805406602e-16,8.881784197001252e-16,31.241365131578952,0.0,16.021052631578947,0.0,5.449878752055921,24,24,True,False,2.5,0,2.5,42,summer,main,perfect_foresight,0.0,True
2017-07-05 00:00:00+00:00,5.557124845805927,5.557124845805926,5.396914319490132,0.1602105263157884,4.440892098500626e-15,3.0531133177191805e-16,4.440892098500626e-16,31.911287006578952,4.440892098500626e-16,16.021052631578947,0.0,5.55712484580592,24,24,True,False,2.5,0,2.5,42,summer,main,perfect_foresight,0.0,True
2017-07-06 00:00:00+00:00,5.4977258223684435,5.566125822368443,5.401915296052632,0.1642105263157882,2.220446049250313e-14,-0.06839999999999939,2.220446049250313e-15,31.97632606907895,0.0,16.421052631578945,0.0,5.56612582236842,24,24,True,False,2.5,0,2.5,42,summer,main,perfect_foresight,0.0,True
2017-07-07 00:00:00+00:00,6.188828364257813,6.188828364257812,6.04023642578125,0.1485919384765612,0.0,5.134781488891349e-16,0.0,35.58611865234375,0.0,14.859193847656247,0.0,6.1888283642578115,24,24,True,False,2.5,0,2.5,42,summer,main,perfect_foresight,0.0,True
2017-07-01 00:00:00+00:00,7.7139012503778375,7.0195512503778374,6.952921316382999,0.06662993399483734,0.0,0.6943500000000001,0.0,40.242131228492376,2.198016648065476,6.662993399483815,0.9413165998412284,7.019551250377837,24,24,True,False,2.5,0,2.5,42,summer,main,deterministic,0.0,True
2017-07-02 00:00:00+00:00,18.97044682576501,18.97044682576501,10.000293375651042,0.0706250484212225,8.899528401692741,6.973588373426765e-16,0.8899528401692741,57.50167643229167,0.0,7.062504842122392,0.9201411000685757,10.070918424072264,24,24,True,False,2.5,4,2.5,42,summer,main,deterministic,0.0,True
2017-07-03 00:00:00+00:00,6.3532408899797765,6.3959908899797755,6.3029802089146205,0.09301068106514951,4.440892098500626e-15,-0.04274999999999986,4.440892098500626e-16,36.71829922049386,3.6046421595982143,9.301068106515062,0.9421101999469089,6.39599088997977,24,24,True,False,2.5,0,2.5,42,summer,main,deterministic,0.0,True
2017-07-04 00:00:00+00:00,6.297261527768094,6.297261527768094,6.203950887625559,0.0933106401425304,4.440892098500626e-15,4.85722573273506e-16,4.440892098500626e-16,36.16223955717541,5.263725353422619,9.331064014253158,0.9323797998949874,6.297261527768089,24,24,True,False,2.5,0,2.5,42,summer,main,deterministic,0.0,True
2017-07-05 00:00:00+00:00,6.224045261027023,6.2240452610270225,6.122899548339844,0.1011457126871733,4.440892098500626e-15,4.3021142204224816e-16,4.440892098500626e-16,35.74822170003255,4.139632161458333,10.114571268717443,0.9314677997026581,6.224045261027017,24,24,True,False,2.5,0,2.5,42,summer,main,deterministic,0.0,True
2017-07-06 00:00:00+00:00,6.274344794253396,6.274344794253395,6.1706895757766,0.10365521847679379,0.0,5.412337245047638e-16,0.0,36.00006594993955,4.713576543898809,10.365521847679497,0.9489586002891873,6.274344794253394,24,24,True,False,2.5,0,2.5,42,summer,main,deterministic,0.0,True
2017-07-07 00:00:00+00:00,6.46592290088472,6.46592290088472,6.355215409342449,0.1107074915422701,0.0,2.220446049250313e-16,0.0,37.080207644508,1.6882405598958334,11.070749154227117,0.9757280000485469,6.465922900884719,24,24,True,False,2.5,0,2.5,42,summer,main,deterministic,0.0,True
2017-07-01 00:00:00+00:00,7.63615119388292,6.94180119388292,6.8374199479870335,0.104381245895886,0.0,0.6943499999999999,0.0,39.60200907619584,1.364425223214286,10.438124589588693,6.267709900275803,6.941801193882919,24,24,True,False,2.5,0,2.5,42,summer,main,stochastic,0.0,True
2017-07-02 00:00:00+00:00,11.829307216051024,11.829307216051024,10.146734772271964,0.08798539020763123,1.594587053571428,5.238864897449957e-16,0.1594587053571428,58.32113946719183,0.0,8.79853902076326,7.550517800380475,10.234720162479595,24,24,True,False,2.5,2,2.5,42,summer,main,stochastic,0.0,True
2017-07-03 00:00:00+00:00,6.061918090783604,6.104668090783604,5.964435092369596,0.1402329984140028,4.440892098500626e-15,-0.04274999999999962,4.440892098500626e-16,34.94153142622181,1.585867745535714,14.023299841400377,8.007344099925831,6.104668090783599,24,24,True,False,2.5,0,2.5,42,summer,main,stochastic,0.0,True
2017-07-04 00:00:00+00:00,5.6019507433714955,5.601950743371495,5.444546723054585,0.1574040203169046,4.440892098500626e-15,5.134781488891349e-16,4.440892098500626e-16,32.09988961539592,0.8729073660714273,15.740402031690556,8.187891599489376,5.601950743371489,24,24,True,False,2.5,0,2.5,42,summer,main,stochastic,0.0,True
2017-07-05 00:00:00+00:00,5.746377684005901,5.6885627286487574,5.556236753318071,0.13232597533068569,0.0,0.05781495535714304,0.0,32.54331426018918,1.095703125,13.232597533068644,7.961040399968623,5.688562728648757,24,24,True,False,2.5,0,2.5,42,summer,main,stochastic,0.0,True
2017-07-06 00:00:00+00:00,5.725971829323386,5.783786784680528,5.6509586108311485,0.1328281738493787,0.0,-0.05781495535714229,0.0,33.121653740964774,1.3648856026785716,13.28281738493798,7.803309300332329,5.783786784680527,24,24,True,False,2.5,0,2.5,42,summer,main,stochastic,0.0,True
2017-07-07 00:00:00+00:00,6.290081482631139,6.290081482631138,6.17158742327009,0.1184940593610482,0.0,3.3306690738754696e-16,0.0,35.861071184430806,0.42919921875,11.849405936104908,6.704255399759858,6.2900814826311375,24,24,True,False,2.5,0,2.5,42,summer,main,stochastic,0.0,True
2017-07-01 00:00:00+00:00,7.613535448154077,6.919185448154077,6.827231727267388,0.0919537208866883,0.0,0.6943499999999997,0.0,39.53832005183858,1.364425223214286,9.195372088668936,6.564007399836554,6.919185448154076,24,24,True,False,2.5,0,2.5,42,summer,main,cvar_0.5,0.5,True
2017-07-02 00:00:00+00:00,11.829307216051022,11.829307216051024,10.146734772271964,0.08798539020763123,1.594587053571428,5.516420653606247e-16,0.15945870535714268,58.32113946719183,0.0,8.79853902076326,8.888818999985233,10.234720162479595,24,24,True,False,2.5,2,2.5,42,summer,main,cvar_0.5,0.5,True
2017-07-03 00:00:00+00:00,6.017718457470848,6.060468457470847,5.926579936973654,0.13388852049718378,8.881784197001252e-15,-0.04274999999999966,8.881784197001252e-16,34.716076170812265,1.3929268973214284,13.388852049718508,8.823500499944203,6.060468457470837,24,24,True,False,2.5,0,2.5,42,summer,main,cvar_0.5,0.5,True
2017-07-04 00:00:00+00:00,5.723298706155174,5.723298706155173,5.583218901798081,0.1400798043570831,8.881784197001252e-15,6.106226635438361e-16,8.881784197001252e-16,32.83358074262806,1.695382254464286,14.007980435708411,8.636920999968424,5.723298706155164,24,24,True,False,2.5,0,2.5,42,summer,main,cvar_0.5,0.5,True
2017-07-05 00:00:00+00:00,5.77985035319719,5.779850353197189,5.650636782321244,0.12921357087594518,0.0,4.996003610813204e-16,0.0,33.106087835362466,1.353655133928571,12.921357087594604,9.351325700059533,5.7798503531971885,24,24,True,False,2.5,0,2.5,42,summer,main,cvar_0.5,0.5,True
2017-07-06 00:00:00+00:00,5.772627738442405,5.772627738442404,5.64213050383978,0.1304972346026187,4.440892098500626e-15,5.551115123125783e-16,4.440892098500626e-16,33.09130344911673,1.667253119435101,13.049723460261983,8.245044599869289,5.772627738442399,24,24,True,False,2.5,0,2.5,42,summer,main,cvar_0.5,0.5,True
2017-07-07 00:00:00+00:00,6.286442393316248,6.286442393316247,6.167165596479893,0.1192767968363539,0.0,2.7755575615628914e-16,0.0,35.865082585421206,0.42919921875,11.927679683635485,7.187523100059479,6.286442393316246,24,24,True,False,2.5,0,2.5,42,summer,main,cvar_0.5,0.5,True
2017-10-01 00:00:00+00:00,9.112819760742187,8.418469760742187,8.35880400390625,0.059665756835936605,0.0,0.6943499999999999,0.0,48.17346337890625,0.0,5.966575683593749,0.1966238999739289,8.418469760742187,24,24,True,False,2.5,0,2.5,42,autumn,main,perfect_foresight,0.0,True
2017-10-02 00:00:00+00:00,9.13210177734375,9.17485177734375,9.111843359375001,0.063008417968749,0.0,-0.042749999999999705,0.0,52.449158203125,0.0,6.300841796874997,0.0,9.174851777343749,24,24,True,False,2.5,0,2.5,42,autumn,main,perfect_foresight,0.0,True
2017-10-03 00:00:00+00:00,7.567385766601576,7.567385766601576,7.467411621093751,0.0999741455078114,1.3322676295501878e-14,2.220446049250313e-16,1.3322676295501878e-15,43.30766357421875,0.0,9.997414550781247,0.0,7.567385766601562,24,24,True,False,2.5,0,2.5,42,autumn,main,perfect_foresight,0.0,True
2017-10-04 00:00:00+00:00,7.928627265625,7.860227265625,7.798888281250001,0.0613389843749991,0.0,0.0684000000000002,0.0,44.9450078125,0.0,6.133898437499997,0.0,7.860227265624999,24,24,True,False,2.5,0,2.5,42,autumn,main,perfect_foresight,0.0,True
2017-10-05 00:00:00+00:00,6.27373581877056,6.817882961040168,6.678781311677511,0.13910164936265582,0.0,-0.5441471422696073,0.0,38.822174701890695,0.0,13.910164936265684,0.0,6.8178829610401674,24,24,True,False,2.5,0,2.5,42,autumn,main,perfect_foresight,0.0,True
2017-10-06 00:00:00+00:00,9.007360392680921,9.0960849609375,9.0339794921875,0.0621054687499991,0.0,-0.0887245682565783,0.0,51.9798828125,0.0,6.210546875,0.0,9.0960849609375,24,24,True,False,2.5,0,2.5,42,autumn,main,perfect_foresight,0.0,True
2017-10-07 00:00:00+00:00,8.499610382408036,7.89238867188185,7.8360839843750005,0.0563046874999922,6.856737400084967e-12,0.6072217105261861,6.856737400084967e-13,45.134765625,0.0,5.630468749999315,0.0,7.8923886718749925,24,24,True,False,2.5,0,2.5,42,autumn,main,perfect_foresight,0.0,True
