grid_limit_kw,seed,window,experiment,hours,policy,risk_weight,tail_tiebreak,hourly_sample_count,total_loss_eur,total_accounted_loss_eur,total_actual_expense_eur,total_operating_cost_eur,total_grid_cost_eur,total_battery_cost_eur,total_shortage_cost_eur,total_inventory_adjustment_eur,mean_hourly_loss_eur,var_hourly_loss_eur,cvar_hourly_loss_eur,upper_tail_equivalent_hours,total_ens_kwh,eens_kwh_per_hour,lolp,total_grid_import_kwh,peak_grid_import_kw,total_curtailment_kwh,total_throughput_kwh,total_solve_seconds,max_residual,hours_with_loss,hours_with_physical_override,total_physical_override_kwh,perfect_foresight_loss_eur,regret_eur
2.5,42,winter,stress,48,perfect_foresight,0.0,True,48,20.83954869935942,20.83954869935942,20.187948699359417,20.187948699359417,20.058951155644046,0.1289975437153723,0.0,0.6516000000000001,0.4341572645699879,0.6396315789473684,0.6396315789473684,4.799999999999999,0.0,0.0,0.0,115.3368637465374,2.5,0.0,12.899754371537401,0.0604708000319078,8.881784197001252e-16,48,0,0.0,20.83954869935942,0.0
2.5,42,winter,stress,48,deterministic,0.0,True,48,30.894477291378134,30.894477291378134,19.973346041378115,30.242877291378136,19.85730664387119,0.1160393975069235,10.269531250000018,0.6516000000000002,0.6436349435703778,0.9000000000000027,2.443050130208336,4.799999999999999,1.0269531250000015,0.021394856770833363,0.125,114.24350225069252,2.5,0.0,11.603939750692522,1.8224751998204716,1.3322676295501878e-15,48,7,4.077603999204426,20.83954869935942,10.054928592018715
2.5,42,winter,stress,48,stochastic,0.0,True,48,30.926439100167432,30.926439100167432,20.00530785016741,30.27483910016743,19.84430923549107,0.1609986146763373,10.269531250000021,0.6516000000000006,0.6443008145868215,0.9000000000000027,2.443050130208336,4.799999999999999,1.026953125000002,0.021394856770833373,0.125,114.47391085379465,2.5,0.0,16.099861467633925,11.171666000504047,2.311484337269576e-13,48,11,5.597642299107141,20.83954869935942,10.086890400808013
2.5,42,winter,stress,48,cvar_0.5,0.5,True,48,30.913901870465978,30.913901870465978,19.992770620465958,30.262301870465976,19.849407554408483,0.143363066057476,10.269531250000018,0.6516000000000004,0.6440396223013746,0.9000000000000027,2.443050130208336,4.799999999999999,1.0269531250000015,0.021394856770833363,0.125,114.38353156389509,2.5,0.0,14.336306605747765,12.322658000164665,1.2609913113692528e-12,48,9,4.616517857142856,20.83954869935942,10.074353171106559
2.5,42,winter,pure_cvar_ties,24,perfect_foresight,0.0,True,24,10.387722549125693,10.387722549125693,9.693372549125693,9.693372549125693,9.62784739655471,0.0655251525709826,0.0,0.6943499999999998,0.4328217728802372,0.6396315789473684,0.6396315789473684,2.3999999999999995,0.0,0.0,0.0,55.37341369459834,2.5,0.0,6.5525152570983405,0.0328234999906271,4.440892098500626e-16,24,0,0.0,10.387722549125693,0.0
2.5,42,winter,pure_cvar_ties,24,stochastic,0.0,True,24,10.390338830397333,10.390338830397333,9.695988830397331,9.695988830397333,9.629084398264368,0.06690443213296299,0.0,0.69435,0.4329307845998889,0.6396315789473684,0.6396315789473684,2.3999999999999995,0.0,0.0,0.0,55.380482275796396,2.5,0.0,6.690443213296399,6.8654531002976,7.194245199571014e-14,24,0,1.1102230246251563e-16,10.387722549125693,0.002616281271640375
2.5,42,winter,pure_cvar_ties,24,cvar_0.5,0.5,True,24,10.39033883039734,10.39033883039734,9.695988830397333,9.69598883039734,9.62908439826437,0.066904432132963,4.440892098500626e-15,0.6943499999999999,0.43293078459988915,0.6396315789473684,0.6396315789473703,2.3999999999999995,4.440892098500626e-16,1.850371707708594e-17,0.0,55.380482275796396,2.5,0.0,6.6904432132964,7.023311600321904,8.260059303211166e-14,24,0,1.1102230246251563e-16,10.387722549125693,0.0026162812716474804
2.5,42,winter,pure_cvar_ties,24,cvar_1_raw,1.0,False,24,10.39033883039734,10.39033883039734,9.695988830397333,9.695988830397338,9.62908439826437,0.066904432132963,4.440892098500626e-15,0.69435,0.43293078459988915,0.6396315789473684,0.6396315789473684,2.3999999999999995,4.440892098500626e-16,1.850371707708594e-17,0.0,55.380482275796396,2.5,0.0,6.690443213296401,9.15935939969495,2.916800134755704e-11,24,0,2.7755575615628914e-16,10.387722549125693,0.0026162812716474804
2.5,42,winter,pure_cvar_ties,24,cvar_1,1.0,True,24,10.39033883039734,10.39033883039734,9.695988830397333,9.695988830397338,9.62908439826437,0.0669044321329628,4.440892098500626e-15,0.69435,0.43293078459988915,0.6396315789473684,0.6396315789473703,2.3999999999999995,4.440892098500626e-16,1.850371707708594e-17,0.0,55.380482275796396,2.5,0.0,6.690443213296399,13.587235000333749,2.916800134755704e-11,24,0,2.220446049250313e-16,10.387722549125693,0.0026162812716474804
2.0,42,summer,grid_capacity,24,perfect_foresight,0.0,True,24,7.525675121191146,7.525675121191146,6.805675121191135,6.805675121191145,6.656682230349723,0.148992890841412,8.881784197001252e-15,0.7199999999999999,0.31356979671629776,0.6393684210526316,0.6393684210526317,2.3999999999999995,8.881784197001252e-16,3.700743415417188e-17,0.0,38.323898459141276,2.0,0.0,14.899289084141278,0.0324166999198496,1.9984014443252818e-15,20,0,1.4432899320127035e-15,7.525675121191146,0.0
