scale,metric,unit,alpha,mean,var,cvar,sample_count,tail_equivalent_count,excluded_partial_blocks,experiment,grid_limit_kw,seed,policy
hour,inventory_adjustment,EUR/hour,0.9,0.02861842105263157,0.2273684210526315,0.22736842105263158,48,4.799999999999999,0,grid_capacity,2.0,42,deterministic
hour,adjusted_loss,EUR/hour,0.9,1.961004228259777,12.320000000000002,12.386666666666668,48,4.799999999999999,0,grid_capacity,2.0,42,deterministic
hour,ens,kWh/hour,0.9,0.16145662289574045,1.2000000000000002,1.2000000000000002,48,4.799999999999999,0,grid_capacity,2.0,42,deterministic
utc_day,actual_expense,EUR/block,0.9,7.627669877993773,8.351049630214145,8.351049630214145,2,0.19999999999999996,0,grid_capacity,2.0,42,deterministic
utc_day,shortage_penalty,EUR/block,0.9,38.74958949497771,76.25617917015444,76.25617917015444,2,0.19999999999999996,0,grid_capacity,2.0,42,deterministic
utc_day,inventory_adjustment,EUR/block,0.9,0.6868421052631576,0.7199999999999998,0.7199999999999996,2,0.19999999999999996,0,grid_capacity,2.0,42,deterministic
utc_day,adjusted_loss,EUR/block,0.9,47.06410147823465,85.32722880036859,85.32722880036859,2,0.19999999999999996,0,grid_capacity,2.0,42,deterministic
utc_day,ens,kWh/block,0.9,3.8749589494977705,7.625617917015443,7.625617917015443,2,0.19999999999999996,0,grid_capacity,2.0,42,deterministic
nonoverlapping_24h,actual_expense,EUR/block,0.9,7.627669877993773,8.351049630214145,8.351049630214145,2,0.19999999999999996,0,grid_capacity,2.0,42,deterministic
nonoverlapping_24h,shortage_penalty,EUR/block,0.9,38.74958949497771,76.25617917015444,76.25617917015444,2,0.19999999999999996,0,grid_capacity,2.0,42,deterministic
nonoverlapping_24h,inventory_adjustment,EUR/block,0.9,0.6868421052631576,0.7199999999999998,0.7199999999999996,2,0.19999999999999996,0,grid_capacity,2.0,42,deterministic
nonoverlapping_24h,adjusted_loss,EUR/block,0.9,47.06410147823465,85.32722880036859,85.32722880036859,2,0.19999999999999996,0,grid_capacity,2.0,42,deterministic
nonoverlapping_24h,ens,kWh/block,0.9,3.8749589494977705,7.625617917015443,7.625617917015443,2,0.19999999999999996,0,grid_capacity,2.0,42,deterministic
hour,actual_expense,EUR/hour,0.9,0.32130990199497766,0.41067606026785713,0.41155321161179326,48,4.799999999999999,0,grid_capacity,2.0,42,stochastic
hour,shortage_penalty,EUR/hour,0.9,1.5787044852120544,12.000000000000002,12.0,48,4.799999999999999,0,grid_capacity,2.0,42,stochastic
hour,inventory_adjustment,EUR/hour,0.9,0.02652234336451481,0.2077274964755638,0.2239021910244361,48,4.799999999999999,0,grid_capacity,2.0,42,stochastic
hour,adjusted_loss,EUR/hour,0.9,1.9265367305715468,12.320000000000002,12.386666666666668,48,4.799999999999999,0,grid_capacity,2.0,42,stochastic
hour,ens,kWh/hour,0.9,0.15787044852120544,1.2000000000000002,1.2000000000000002,48,4.799999999999999,0,grid_capacity,2.0,42,stochastic
utc_day,actual_expense,EUR/block,0.9,7.711437647879463,8.425202792968749,8.425202792968749,2,0.19999999999999996,0,grid_capacity,2.0,42,stochastic
utc_day,shortage_penalty,EUR/block,0.9,37.888907645089304,72.80697265625004,72.80697265625004,2,0.19999999999999996,0,grid_capacity,2.0,42,stochastic
utc_day,inventory_adjustment,EUR/block,0.9,0.6365362407483555,0.7199999999999998,0.7199999999999996,2,0.19999999999999996,0,grid_capacity,2.0,42,stochastic
utc_day,adjusted_loss,EUR/block,0.9,46.236881533717124,81.95217544921879,81.95217544921879,2,0.19999999999999996,0,grid_capacity,2.0,42,stochastic
utc_day,ens,kWh/block,0.9,3.7888907645089303,7.280697265625004,7.280697265625004,2,0.19999999999999996,0,grid_capacity,2.0,42,stochastic
nonoverlapping_24h,actual_expense,EUR/block,0.9,7.711437647879463,8.425202792968749,8.425202792968749,2,0.19999999999999996,0,grid_capacity,2.0,42,stochastic
nonoverlapping_24h,shortage_penalty,EUR/block,0.9,37.888907645089304,72.80697265625004,72.80697265625004,2,0.19999999999999996,0,grid_capacity,2.0,42,stochastic
nonoverlapping_24h,inventory_adjustment,EUR/block,0.9,0.6365362407483555,0.7199999999999998,0.7199999999999996,2,0.19999999999999996,0,grid_capacity,2.0,42,stochastic
nonoverlapping_24h,adjusted_loss,EUR/block,0.9,46.236881533717124,81.95217544921879,81.95217544921879,2,0.19999999999999996,0,grid_capacity,2.0,42,stochastic
nonoverlapping_24h,ens,kWh/block,0.9,3.7888907645089303,7.280697265625004,7.280697265625004,2,0.19999999999999996,0,grid_capacity,2.0,42,stochastic
hour,actual_expense,EUR/hour,0.9,0.3192426116526037,0.41067606026785713,0.41176917085193454,48,4.799999999999999,0,grid_capacity,2.0,42,cvar_0.5
hour,shortage_penalty,EUR/hour,0.9,1.5787044852120544,9.851894531250007,11.641982421875001,48,4.799999999999999,0,grid_capacity,2.0,42,cvar_0.5
hour,inventory_adjustment,EUR/hour,0.9,0.029171464963066857,0.2264432565789474,0.22721422697368424,48,4.799999999999999,0,grid_capacity,2.0,42,cvar_0.5
hour,adjusted_loss,EUR/hour,0.9,1.9271185618277251,10.29474358244244,12.032457263740408,48,4.799999999999999,0,grid_capacity,2.0,42,cvar_0.5
hour,ens,kWh/hour,0.9,0.15787044852120544,0.9851894531250008,1.1641982421875001,48,4.799999999999999,0,grid_capacity,2.0,42,cvar_0.5
utc_day,actual_expense,EUR/block,0.9,7.661822679662489,8.425202792968749,8.425202792968749,2,0.19999999999999996,0,grid_capacity,2.0,42,cvar_0.5
utc_day,shortage_penalty,EUR/block,0.9,37.888907645089304,72.80697265625004,72.80697265625004,2,0.19999999999999996,0,grid_capacity,2.0,42,cvar_0.5
utc_day,inventory_adjustment,EUR/block,0.9,0.7001151591136044,0.72,0.72,2,0.19999999999999996,0,grid_capacity,2.0,42,cvar_0.5
utc_day,adjusted_loss,EUR/block,0.9,46.2508454838654,81.95217544921879,81.95217544921879,2,0.19999999999999996,0,grid_capacity,2.0,42,cvar_0.5
utc_day,ens,kWh/block,0.9,3.7888907645089303,7.280697265625004,7.280697265625004,2,0.19999999999999996,0,grid_capacity,2.0,42,cvar_0.5
nonoverlapping_24h,actual_expense,EUR/block,0.9,7.661822679662489,8.425202792968749,8.425202792968749,2,0.19999999999999996,0,grid_capacity,2.0,42,cvar_0.5
nonoverlapping_24h,shortage_penalty,EUR/block,0.9,37.888907645089304,72.80697265625004,72.80697265625004,2,0.19999999999999996,0,grid_capacity,2.0,42,cvar_0.5
nonoverlapping_24h,inventory_adjustment,EUR/block,0.9,0.7001151591136044,0.72,0.72,2,0.19999999999999996,0,grid_capacity,2.0,42,cvar_0.5
nonoverlapping_24h,adjusted_loss,EUR/block,0.9,46.2508454838654,81.95217544921879,81.95217544921879,2,0.19999999999999996,0,grid_capacity,2.0,42,cvar_0.5
nonoverlapping_24h,ens,kWh/block,0.9,3.7888907645089303,7.280697265625004,7.280697265625004,2,0.19999999999999996,0,grid_capacity,2.0,42,cvar_0.5
hour,actual_expense,EUR/hour,0.9,0.34259580163788367,0.4924003906249999,0.5837333984375,48,4.799999999999999,0,grid_capacity,3.0,42,perfect_foresight
hour,shortage_penalty,EUR/hour,0.9,4.903485025427776e-15,0.0,4.903485025427776e-14,48,4.799999999999999,0,grid_capacity,3.0,42,perfect_foresight
hour,inventory_adjustment,EUR/hour,0.9,0.025368750000000006,0.2603782894736841,0.5023087993421054,48,4.799999999999999,0,grid_capacity,3.0,42,perfect_foresight
hour,adjusted_loss,EUR/hour,0.9,0.3679645516378886,0.6394736842105264,0.639824561403509,48,4.799999999999999,0,grid_capacity,3.0,42,perfect_foresight
hour,ens,kWh/hour,0.9,4.903485025427775e-16,0.0,4.903485025427776e-15,48,4.799999999999999,0,grid_capacity,3.0,42,perfect_foresight
utc_day,actual_expense,EUR/block,0.9,8.222299239309208,9.717296309621705,9.717296309621705,2,0.19999999999999996,0,grid_capacity,3.0,42,perfect_foresight
utc_day,shortage_penalty,EUR/block,0.9,1.1768364061026662e-13,2.2648549702353198e-13,2.2648549702353198e-13,2,0.19999999999999996,0,grid_capacity,3.0,42,perfect_foresight
utc_day,inventory_adjustment,EUR/block,0.9,0.6088500000000001,0.6088500000000002,0.6088500000000002,2,0.19999999999999996,0,grid_capacity,3.0,42,perfect_foresight
utc_day,adjusted_loss,EUR/block,0.9,8.831149239309326,10.326146309621933,10.326146309621933,2,0.19999999999999996,0,grid_capacity,3.0,42,perfect_foresight
utc_day,ens,kWh/block,0.9,1.1768364061026661e-14,2.2648549702353197e-14,2.2648549702353197e-14,2,0.19999999999999996,0,grid_capacity,3.0,42,perfect_foresight
nonoverlapping_24h,actual_expense,EUR/block,0.9,8.222299239309208,9.717296309621705,9.717296309621705,2,0.19999999999999996,0,grid_capacity,3.0,42,perfect_foresight
nonoverlapping_24h,shortage_penalty,EUR/block,0.9,1.1768364061026662e-13,2.2648549702353198e-13,2.2648549702353198e-13,2,0.19999999999999996,0,grid_capacity,3.0,42,perfect_foresight
nonoverlapping_24h,inventory_adjustment,EUR/block,0.9,0.6088500000000001,0.6088500000000002,0.6088500000000002,2,0.19999999999999996,0,grid_capacity,3.0,42,perfect_foresight
nonoverlapping_24h,adjusted_loss,EUR/block,0.9,8.831149239309326,10.326146309621933,10.326146309621933,2,0.19999999999999996,0,grid_capacity,3.0,42,perfect_foresight
nonoverlapping_24h,ens,kWh/block,0.9,1.1768364061026661e-14,2.2648549702353197e-14,2.2648549702353197e-14,2,0.19999999999999996,0,grid_capacity,3.0,42,perfect_foresight
hour,actual_expense,EUR/hour,0.9,0.3510149241872738,0.4864999999999999,0.58275,48,4.799999999999999,0,grid_capacity,3.0,42,deterministic
hour,shortage_penalty,EUR/hour,0.9,1.8503717077085943e-16,0.0,1.8503717077085944e-15,48,4.799999999999999,0,grid_capacity,3.0,42,deterministic
hour,inventory_adjustment,EUR/hour,0.9,0.025368750000000006,0.2108678923872181,0.5043717325540414,48,4.799999999999999,0,grid_capacity,3.0,42,deterministic
hour,adjusted_loss,EUR/hour,0.9,0.376383674187274,0.6395297966779743,0.6398339134814186,48,4.799999999999999,0,grid_capacity,3.0,42,deterministic
hour,ens,kWh/hour,0.9,1.850371707708594e-17,0.0,1.8503717077085946e-16,48,4.799999999999999,0,grid_capacity,3.0,42,deterministic
utc_day,actual_expense,EUR/block,0.9,8.42435818049457,9.717470553599574,9.717470553599574,2,0.19999999999999996,0,grid_capacity,3.0,42,deterministic
utc_day,shortage_penalty,EUR/block,0.9,4.440892098500626e-15,4.440892098500626e-15,4.440892098500626e-15,2,0.19999999999999996,0,grid_capacity,3.0,42,deterministic
utc_day,inventory_adjustment,EUR/block,0.9,0.6088500000000003,0.6088500000000004,0.6088500000000004,2,0.19999999999999996,0,grid_capacity,3.0,42,deterministic
utc_day,adjusted_loss,EUR/block,0.9,9.033208180494576,10.326320553599581,10.326320553599581,2,0.19999999999999996,0,grid_capacity,3.0,42,deterministic
utc_day,ens,kWh/block,0.9,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,2,0.19999999999999996,0,grid_capacity,3.0,42,deterministic
nonoverlapping_24h,actual_expense,EUR/block,0.9,8.42435818049457,9.717470553599574,9.717470553599574,2,0.19999999999999996,0,grid_capacity,3.0,42,deterministic
nonoverlapping_24h,shortage_penalty,EUR/block,0.9,4.440892098500626e-15,4.440892098500626e-15,4.440892098500626e-15,2,0.19999999999999996,0,grid_capacity,3.0,42,deterministic
nonoverlapping_24h,inventory_adjustment,EUR/block,0.9,0.6088500000000003,0.6088500000000004,0.6088500000000004,2,0.19999999999999996,0,grid_capacity,3.0,42,deterministic
nonoverlapping_24h,adjusted_loss,EUR/block,0.9,9.033208180494576,10.326320553599581,10.326320553599581,2,0.19999999999999996,0,grid_capacity,3.0,42,deterministic
nonoverlapping_24h,ens,kWh/block,0.9,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,2,0.19999999999999996,0,grid_capacity,3.0,42,deterministic
hour,actual_expense,EUR/hour,0.9,0.34556196301551717,0.4864999999999999,0.58275,48,4.799999999999999,0,grid_capacity,3.0,42,stochastic
hour,shortage_penalty,EUR/hour,0.9,9.251858538542972e-17,0.0,9.251858538542972e-16,48,4.799999999999999,0,grid_capacity,3.0,42,stochastic
hour,inventory_adjustment,EUR/hour,0.9,0.02536875000000001,0.2224706333705355,0.48671443073014564,48,4.799999999999999,0,grid_capacity,3.0,42,stochastic
hour,adjusted_loss,EUR/hour,0.9,0.3709307130155173,0.6394736842105264,0.6398245614035099,48,4.799999999999999,0,grid_capacity,3.0,42,stochastic
hour,ens,kWh/hour,0.9,9.25185853854297e-18,0.0,9.251858538542973e-17,48,4.799999999999999,0,grid_capacity,3.0,42,stochastic
utc_day,actual_expense,EUR/block,0.9,8.293487112372413,9.717415589755639,9.717415589755639,2,0.19999999999999996,0,grid_capacity,3.0,42,stochastic
utc_day,shortage_penalty,EUR/block,0.9,2.220446049250313e-15,4.440892098500626e-15,4.440892098500626e-15,2,0.19999999999999996,0,grid_capacity,3.0,42,stochastic
utc_day,inventory_adjustment,EUR/block,0.9,0.6088500000000001,0.6088500000000001,0.6088500000000001,2,0.19999999999999996,0,grid_capacity,3.0,42,stochastic
utc_day,adjusted_loss,EUR/block,0.9,8.902337112372416,10.326265589755641,10.326265589755641,2,0.19999999999999996,0,grid_capacity,3.0,42,stochastic
utc_day,ens,kWh/block,0.9,2.220446049250313e-16,4.440892098500626e-16,4.440892098500626e-16,2,0.19999999999999996,0,grid_capacity,3.0,42,stochastic
nonoverlapping_24h,actual_expense,EUR/block,0.9,8.293487112372413,9.717415589755639,9.717415589755639,2,0.19999999999999996,0,grid_capacity,3.0,42,stochastic
nonoverlapping_24h,shortage_penalty,EUR/block,0.9,2.220446049250313e-15,4.440892098500626e-15,4.440892098500626e-15,2,0.19999999999999996,0,grid_capacity,3.0,42,stochastic
nonoverlapping_24h,inventory_adjustment,EUR/block,0.9,0.6088500000000001,0.6088500000000001,0.6088500000000001,2,0.19999999999999996,0,grid_capacity,3.0,42,stochastic
nonoverlapping_24h,adjusted_loss,EUR/block,0.9,8.902337112372416,10.326265589755641,10.326265589755641,2,0.19999999999999996,0,grid_capacity,3.0,42,stochastic
nonoverlapping_24h,ens,kWh/block,0.9,2.220446049250313e-16,4.440892098500626e-16,4.440892098500626e-16,2,0.19999999999999996,0,grid_capacity,3.0,42,stochastic
hour,actual_expense,EUR/hour,0.9,0.3450784916174561,0.4864999999999999,0.5827500000000001,48,4.799999999999999,0,grid_capacity,3.0,42,cvar_0.5
hour,shortage_penalty,EUR/hour,0.9,0.0,0.0,0.0,48,4.799999999999999,0,grid_capacity,3.0,42,cvar_0.5
hour,inventory_adjustment,EUR/hour,0.9,0.02536875,0.1881138906837404,0.4809883069490132,48,4.799999999999999,0,grid_capacity,3.0,42,cvar_0.5
hour,adjusted_loss,EUR/hour,0.9,0.3704472416174562,0.6394955982730264,0.6398282137472588,48,4.799999999999999,0,grid_capacity,3.0,42,cvar_0.5
hour,ens,kWh/hour,0.9,0.0,0.0,0.0,48,4.799999999999999,0,grid_capacity,3.0,42,cvar_0.5
utc_day,actual_expense,EUR/block,0.9,8.281883798818946,9.71730803883488,9.71730803883488,2,0.19999999999999996,0,grid_capacity,3.0,42,cvar_0.5
utc_day,shortage_penalty,EUR/block,0.9,0.0,0.0,0.0,2,0.19999999999999996,0,grid_capacity,3.0,42,cvar_0.5
utc_day,inventory_adjustment,EUR/block,0.9,0.60885,0.6088500000000001,0.6088500000000001,2,0.19999999999999996,0,grid_capacity,3.0,42,cvar_0.5
utc_day,adjusted_loss,EUR/block,0.9,8.890733798818948,10.326158038834881,10.326158038834881,2,0.19999999999999996,0,grid_capacity,3.0,42,cvar_0.5
utc_day,ens,kWh/block,0.9,0.0,0.0,0.0,2,0.19999999999999996,0,grid_capacity,3.0,42,cvar_0.5
